timestamp,temperature,humidity
2025-11-19T09:31:50,24.62,34.34
2025-11-19T09:31:50,28.08,30.67
2025-11-19T09:31:50,25.86,20.77
2025-11-19T09:31:50,29.57,54.17
2025-11-19T09:31:50,22.88,78.8
2025-11-19T09:31:50,28.03,58.96
2025-11-19T09:31:50,28.29,67.07
2025-11-19T09:31:50,28.13,22.63
2025-11-19T09:31:50,30.13,69.86
2025-11-19T09:31:50,31.52,64.48
2025-11-19T09:31:50,20.98,73.74
2025-11-19T09:31:50,22.23,56.55
2025-11-19T09:31:50,23.46,67.04
2025-11-19T09:31:50,24.01,36.46
2025-11-19T09:31:50,28.82,32.98
2025-11-19T09:31:50,28.66,46.61
2025-11-19T09:31:50,25.11,65.6
2025-11-19T09:31:50,22.73,67.43
2025-11-19T09:31:50,18.66,65.3
2025-11-19T09:31:50,26.41,60.63
2025-11-19T09:31:50,19.96,42.22
2025-11-19T09:31:50,26.38,74.81
2025-11-19T09:31:50,20.1,32.7
2025-11-19T09:31:50,28.35,73.02
2025-11-19T09:31:50,22.07,26.04
2025-11-19T09:31:50,20.95,57.69
2025-11-19T09:31:50,29.51,71.56
2025-11-19T09:31:50,24.38,60.95
2025-11-19T09:31:50,22.38,75.39
2025-11-19T09:31:50,28.78,34.68
2025-11-19T09:31:50,23.46,48.36
2025-11-19T09:31:50,19.14,59.9
2025-11-19T09:31:50,26.37,74.54
2025-11-19T09:31:50,22.98,75.53
2025-11-19T09:31:50,20.13,57.73
2025-11-19T09:31:50,29.85,58.45
2025-11-19T09:31:50,22.62,43.33
2025-11-19T09:31:50,22.48,41.55
2025-11-19T09:31:50,21.16,68.99
2025-11-19T09:31:50,25.55,66.73
2025-11-19T09:31:50,29.09,54.53
2025-11-19T09:31:50,31.45,56.43
2025-11-19T09:31:50,29.44,54.49
2025-11-19T09:31:50,20.08,71.49
2025-11-19T09:31:50,27.96,34.86
2025-11-19T09:31:50,21.96,39.48
2025-11-19T09:31:50,28.97,37.6
2025-11-19T09:31:50,20.9,54.0
2025-11-19T09:31:50,27.86,61.29
2025-11-19T09:31:50,19.37,23.25
2025-11-19T09:31:50,31.17,42.42
2025-11-19T09:31:50,30.83,62.72
2025-11-19T09:31:50,28.49,22.34
2025-11-19T09:31:50,29.63,37.26
2025-11-19T09:31:50,21.12,72.83
2025-11-19T09:31:50,23.44,33.46
2025-11-19T09:31:50,19.04,32.89
2025-11-19T09:31:50,26.59,52.31
2025-11-19T09:31:50,27.59,52.83
2025-11-19T09:31:50,18.86,24.04
2025-11-19T09:31:50,26.17,32.65
2025-11-19T09:31:50,24.58,22.13
2025-11-19T09:31:50,26.88,42.49
2025-11-19T09:31:50,19.86,68.69
2025-11-19T09:31:50,30.62,20.11
2025-11-19T09:31:50,30.04,36.44
2025-11-19T09:31:50,23.93,48.66
2025-11-19T09:31:50,20.25,35.48
2025-11-19T09:31:50,30.36,24.38
2025-11-19T09:31:50,18.55,22.72
2025-11-19T09:31:50,19.68,75.12
2025-11-19T09:31:50,24.46,57.79
2025-11-19T09:31:50,26.35,54.9
2025-11-19T09:31:50,31.84,27.6
2025-11-19T09:31:50,21.27,73.03
2025-11-19T09:31:50,23.03,34.33
2025-11-19T09:31:50,29.84,47.37
2025-11-19T09:31:50,27.42,77.43
2025-11-19T09:31:50,20.61,69.32
2025-11-19T09:31:50,24.13,70.11
2025-11-19T09:31:50,20.45,70.09
2025-11-19T09:31:50,28.68,79.41
2025-11-19T09:31:50,27.37,55.51
2025-11-19T09:31:50,23.09,37.45
2025-11-19T09:31:50,26.1,28.39
2025-11-19T09:31:50,30.65,65.33
2025-11-19T09:31:50,25.33,34.8
2025-11-19T09:31:50,27.61,54.05
2025-11-19T09:31:50,24.63,55.08
2025-11-19T09:31:50,21.12,26.49
2025-11-19T09:31:50,28.3,50.26
2025-11-19T09:31:50,19.49,53.07
2025-11-19T09:31:50,19.78,74.35
2025-11-19T09:31:50,18.15,64.66
2025-11-19T09:31:50,30.61,28.6
2025-11-19T09:31:50,31.86,47.07
2025-11-19T09:31:50,27.08,63.71
2025-11-19T09:31:50,24.09,76.4
2025-11-19T09:31:50,28.01,62.74
2025-11-19T09:31:50,23.91,79.7
2025-11-19T09:31:50,22.67,35.56
2025-11-19T09:31:50,20.65,52.36
2025-11-19T09:31:50,18.77,36.3
2025-11-19T09:31:50,27.2,49.81
2025-11-19T09:31:50,23.58,62.01
2025-11-19T09:31:50,18.63,71.02
2025-11-19T09:31:50,30.05,39.33
2025-11-19T09:31:50,30.89,59.79
2025-11-19T09:31:50,25.8,34.17
2025-11-19T09:31:50,22.07,68.12
2025-11-19T09:31:50,18.56,58.56
2025-11-19T09:31:50,22.49,77.52
2025-11-19T09:31:50,28.04,50.19
2025-11-19T09:31:50,29.73,65.31
2025-11-19T09:31:50,27.53,21.92
2025-11-19T09:31:50,31.34,63.19
2025-11-19T09:31:50,30.3,65.28
2025-11-19T09:31:50,24.08,39.59
2025-11-19T09:31:50,28.52,66.39
2025-11-19T09:31:50,27.68,30.16
2025-11-19T09:31:50,25.46,28.69
2025-11-19T09:31:50,31.06,33.73
2025-11-19T09:31:50,18.13,60.89
2025-11-19T09:31:50,19.4,28.2
2025-11-19T09:31:50,27.45,70.13
2025-11-19T09:31:50,19.25,51.43
2025-11-19T09:31:50,22.19,78.11
2025-11-19T09:31:50,19.25,48.99
2025-11-19T09:31:50,20.25,76.34
2025-11-19T09:31:50,25.32,79.27
2025-11-19T09:31:50,25.94,73.34
2025-11-19T09:31:50,25.86,38.65
2025-11-19T09:31:50,23.15,24.71
2025-11-19T09:31:50,25.09,26.38
2025-11-19T09:31:50,31.6,59.35
2025-11-19T09:31:50,23.14,39.65
2025-11-19T09:31:50,18.21,79.83
2025-11-19T09:31:50,20.89,79.36
2025-11-19T09:31:50,23.81,29.59
2025-11-19T09:31:50,31.69,35.94
2025-11-19T09:31:50,24.69,43.63
2025-11-19T09:31:50,28.53,42.68
2025-11-19T09:31:50,28.57,40.27
2025-11-19T09:31:50,20.53,42.52
2025-11-19T09:31:50,20.51,21.43
2025-11-19T09:31:50,18.28,46.2
2025-11-19T09:31:50,22.76,77.44
2025-11-19T09:31:50,18.38,30.75
2025-11-19T09:31:50,29.17,39.99
2025-11-19T09:31:50,31.86,48.19
2025-11-19T09:31:50,25.13,30.66
2025-11-19T09:31:50,31.59,37.26
2025-11-19T09:31:50,28.47,77.08
2025-11-19T09:31:50,28.86,26.83
2025-11-19T09:31:50,30.42,45.57
2025-11-19T09:31:50,23.73,77.86
2025-11-19T09:31:50,31.84,51.96
2025-11-19T09:31:50,24.5,36.57
2025-11-19T09:31:50,21.76,50.6
2025-11-19T09:31:50,25.45,61.83
2025-11-19T09:31:50,21.66,26.63
2025-11-19T09:31:50,21.07,50.16
2025-11-19T09:31:50,22.51,65.42
2025-11-19T09:31:50,19.29,34.9
2025-11-19T09:31:50,29.14,72.79
2025-11-19T09:31:50,19.95,30.87
2025-11-19T09:31:50,24.39,28.12
2025-11-19T09:31:50,22.51,50.92
2025-11-19T09:31:50,30.21,48.61
2025-11-19T09:31:50,21.42,36.06
2025-11-19T09:31:50,28.44,45.65
2025-11-19T09:31:50,28.08,73.03
2025-11-19T09:31:50,27.47,46.62
2025-11-19T09:31:50,30.08,51.28
2025-11-19T09:31:50,29.05,58.42
2025-11-19T09:31:50,26.31,57.37
2025-11-19T09:31:50,25.2,20.23
2025-11-19T09:31:50,24.59,62.53
2025-11-19T09:31:50,19.65,59.42
2025-11-19T09:31:50,18.4,46.89
2025-11-19T09:31:50,29.76,36.6
2025-11-19T09:31:50,22.23,54.29
2025-11-19T09:31:50,18.84,74.09
2025-11-19T09:31:50,18.33,54.97
2025-11-19T09:31:50,30.05,30.71
2025-11-19T09:31:50,19.86,48.84
2025-11-19T09:31:50,30.89,29.85
2025-11-19T09:31:50,24.83,75.72
2025-11-19T09:31:50,18.12,51.51
2025-11-19T09:31:50,27.86,47.92
2025-11-19T09:31:50,31.82,31.3
2025-11-19T09:31:50,29.85,28.27
2025-11-19T09:31:50,30.41,78.74
2025-11-19T09:31:50,21.5,61.21
2025-11-19T09:31:50,25.65,60.4
2025-11-19T09:31:50,31.86,21.98
2025-11-19T09:31:50,29.91,78.02
2025-11-19T09:31:50,29.66,59.12
2025-11-19T09:31:50,26.63,76.89
2025-11-19T09:31:50,30.08,59.44
2025-11-19T09:31:50,26.83,58.36
2025-11-19T09:31:50,25.19,45.36
2025-11-19T09:31:50,30.72,21.14
2025-11-19T09:31:50,29.13,46.62
2025-11-19T09:31:50,29.13,42.71
2025-11-19T09:31:50,19.12,74.84
2025-11-19T09:31:50,21.32,47.27
2025-11-19T09:31:50,18.2,25.29
2025-11-19T09:31:50,20.55,52.48
2025-11-19T09:31:50,22.15,29.73
2025-11-19T09:31:50,31.18,75.69
2025-11-19T09:31:50,31.32,32.57
2025-11-19T09:31:50,24.89,74.41
2025-11-19T09:31:50,23.69,43.21
2025-11-19T09:31:50,21.37,51.92
2025-11-19T09:31:50,20.05,78.44
2025-11-19T09:31:50,24.59,36.65
2025-11-19T09:31:50,27.52,27.44
2025-11-19T09:31:50,23.4,59.11
2025-11-19T09:31:50,27.54,58.03
2025-11-19T09:31:50,31.52,30.14
2025-11-19T09:31:50,22.13,59.62
2025-11-19T09:31:50,23.5,73.57
2025-11-19T09:31:50,18.48,46.31
2025-11-19T09:31:50,30.39,42.6
2025-11-19T09:31:50,23.09,59.5
2025-11-19T09:31:50,30.21,68.08
2025-11-19T09:31:50,24.28,33.78
2025-11-19T09:31:50,25.88,21.97
2025-11-19T09:31:50,26.19,53.69
2025-11-19T09:31:50,27.15,36.13
2025-11-19T09:31:50,31.04,66.71
2025-11-19T09:31:50,27.03,44.25
2025-11-19T09:31:50,24.2,56.27
2025-11-19T09:31:50,22.49,51.59
2025-11-19T09:31:50,23.9,50.64
2025-11-19T09:31:50,21.01,32.45
2025-11-19T09:31:50,27.92,68.69
2025-11-19T09:31:50,27.88,44.46
2025-11-19T09:31:50,22.21,68.15
2025-11-19T09:31:50,25.19,74.83
2025-11-19T09:31:50,20.49,74.31
2025-11-19T09:31:50,30.41,56.21
2025-11-19T09:31:50,29.1,36.99
2025-11-19T09:31:50,25.2,33.06
2025-11-19T09:31:50,25.5,45.8
2025-11-19T09:31:50,31.74,30.04
2025-11-19T09:31:50,23.65,55.26
2025-11-19T09:31:50,18.26,67.41
2025-11-19T09:31:50,25.99,20.66
2025-11-19T09:31:50,26.68,30.46
2025-11-19T09:31:50,20.4,65.04
2025-11-19T09:31:50,27.18,22.47
2025-11-19T09:31:50,31.16,47.34
2025-11-19T09:31:50,27.91,40.12
2025-11-19T09:31:50,23.8,51.21
2025-11-19T09:31:50,21.07,26.41
2025-11-19T09:31:50,31.88,51.93
2025-11-19T09:31:50,23.42,57.01
2025-11-19T09:31:50,26.97,45.33
2025-11-19T09:31:50,31.52,27.4
2025-11-19T09:31:50,30.05,78.02
2025-11-19T09:31:50,23.68,38.36
2025-11-19T09:31:50,22.06,74.31
2025-11-19T09:31:50,26.38,33.42
2025-11-19T09:31:50,20.0,62.75
2025-11-19T09:31:50,23.97,32.3
2025-11-19T09:31:50,28.78,63.57
2025-11-19T09:31:50,20.95,51.75
2025-11-19T09:31:50,23.5,20.87
2025-11-19T09:31:50,24.03,56.17
2025-11-19T09:31:50,23.25,78.16
2025-11-19T09:31:50,21.28,62.08
2025-11-19T09:31:50,24.99,54.42
2025-11-19T09:31:50,24.51,44.99
2025-11-19T09:31:50,28.71,55.89
2025-11-19T09:31:50,28.25,58.51
2025-11-19T09:31:50,22.27,72.76
2025-11-19T09:31:50,27.44,25.17
2025-11-19T09:31:50,20.09,37.27
2025-11-19T09:31:50,29.88,63.77
2025-11-19T09:31:50,23.9,20.96
2025-11-19T09:31:50,29.61,30.21
2025-11-19T09:31:50,29.48,73.66
2025-11-19T09:31:50,31.33,41.67
2025-11-19T09:31:50,20.47,73.16
2025-11-19T09:31:50,22.75,20.34
2025-11-19T09:31:50,26.66,52.25
2025-11-19T09:31:50,22.06,71.17
2025-11-19T09:31:50,29.44,37.09
2025-11-19T09:31:50,31.85,40.84
2025-11-19T09:31:50,26.88,73.98
2025-11-19T09:31:50,30.69,56.98
2025-11-19T09:31:50,28.88,28.9
2025-11-19T09:31:50,20.4,21.6
2025-11-19T09:31:50,20.03,44.28
2025-11-19T09:31:50,21.88,77.64
2025-11-19T09:31:50,26.43,54.33
2025-11-19T09:31:50,23.67,69.78
2025-11-19T09:31:50,20.73,42.9
2025-11-19T09:31:50,21.21,75.46
2025-11-19T09:31:50,28.15,39.17
2025-11-19T09:31:50,19.5,21.55
2025-11-19T09:31:50,27.69,67.04
2025-11-19T09:31:50,21.51,79.69
2025-11-19T09:31:50,30.4,21.79
2025-11-19T09:31:50,23.0,34.16
2025-11-19T09:31:50,21.45,49.83
2025-11-19T09:31:50,18.65,61.4
2025-11-19T09:31:50,18.3,67.87
2025-11-19T09:31:50,21.94,44.08
2025-11-19T09:31:50,22.87,72.24
2025-11-19T09:31:50,21.15,53.67
2025-11-19T09:31:50,25.58,62.28
2025-11-19T09:31:50,25.99,28.12
2025-11-19T09:31:50,22.87,41.52
2025-11-19T09:31:50,30.97,67.97
2025-11-19T09:31:50,27.58,79.07
2025-11-19T09:31:50,29.46,57.87
2025-11-19T09:31:50,28.5,72.48
2025-11-19T09:31:50,20.31,62.49
2025-11-19T09:31:50,31.06,22.68
2025-11-19T09:31:50,21.31,46.35
2025-11-19T09:31:50,26.2,71.3
2025-11-19T09:31:50,20.84,64.41
2025-11-19T09:31:50,27.37,37.08
2025-11-19T09:31:50,29.95,41.72
2025-11-19T09:31:50,28.98,71.71
2025-11-19T09:31:50,24.56,64.42
2025-11-19T09:31:50,24.81,54.9
2025-11-19T09:31:50,30.53,68.7
2025-11-19T09:31:50,19.77,34.44
2025-11-19T09:31:50,29.7,73.33
2025-11-19T09:31:50,28.77,25.58
2025-11-19T09:31:50,25.49,58.98
2025-11-19T09:31:50,24.34,31.36
2025-11-19T09:31:50,28.72,38.75
2025-11-19T09:31:50,29.83,29.71
2025-11-19T09:31:50,27.94,66.51
2025-11-19T09:31:50,21.22,22.87
2025-11-19T09:31:50,31.45,74.86
2025-11-19T09:31:50,18.6,67.69
2025-11-19T09:31:50,18.46,44.91
2025-11-19T09:31:50,22.35,60.05
2025-11-19T09:31:50,29.76,26.95
2025-11-19T09:31:50,29.81,50.36
2025-11-19T09:31:50,20.02,50.51
2025-11-19T09:31:50,18.42,50.39
2025-11-19T09:31:50,29.46,75.9
2025-11-19T09:31:50,30.63,25.39
2025-11-19T09:31:50,24.56,25.56
2025-11-19T09:31:50,21.95,60.45
2025-11-19T09:31:50,22.79,59.19
2025-11-19T09:31:50,24.64,24.51
2025-11-19T09:31:50,22.48,54.98
2025-11-19T09:31:50,23.34,37.55
2025-11-19T09:31:50,22.57,43.77
2025-11-19T09:31:50,24.24,72.79
2025-11-19T09:31:50,21.99,31.29
2025-11-19T09:31:50,29.84,57.86
2025-11-19T09:31:50,26.54,77.84
2025-11-19T09:31:50,20.51,49.65
2025-11-19T09:31:50,29.78,55.15
2025-11-19T09:31:50,24.09,70.29
2025-11-19T09:31:50,26.81,68.96
2025-11-19T09:31:50,30.53,41.16
2025-11-19T09:31:50,28.14,58.5
2025-11-19T09:31:50,23.14,30.19
2025-11-19T09:31:50,22.16,27.09
2025-11-19T09:31:50,26.18,25.56
2025-11-19T09:31:50,20.32,27.63
2025-11-19T09:31:50,28.64,50.75
2025-11-19T09:31:50,22.69,46.24
2025-11-19T09:31:50,26.93,49.77
2025-11-19T09:31:50,30.23,60.43
2025-11-19T09:31:50,31.78,68.63
2025-11-19T09:31:50,30.86,62.91
2025-11-19T09:31:50,22.94,74.88
2025-11-19T09:31:50,22.43,40.79
2025-11-19T09:31:50,28.53,58.08
2025-11-19T09:31:50,31.36,35.07
2025-11-19T09:31:50,18.21,71.99
2025-11-19T09:31:50,21.54,49.33
2025-11-19T09:31:50,18.6,78.22
2025-11-19T09:31:50,29.96,75.99
2025-11-19T09:31:50,31.5,46.13
2025-11-19T09:31:50,24.39,36.03
2025-11-19T09:31:50,28.01,64.25
2025-11-19T09:31:50,18.34,44.15
2025-11-19T09:31:50,23.88,27.15
2025-11-19T09:31:50,22.09,57.5
2025-11-19T09:31:50,30.21,35.37
2025-11-19T09:31:50,28.33,40.84
2025-11-19T09:31:50,25.48,37.72
2025-11-19T09:31:50,20.69,39.91
2025-11-19T09:31:50,23.64,49.83
2025-11-19T09:31:50,25.96,24.49
2025-11-19T09:31:50,24.05,22.34
2025-11-19T09:31:50,22.03,74.14
2025-11-19T09:31:50,30.21,59.25
2025-11-19T09:31:50,25.57,26.89
2025-11-19T09:31:50,25.7,33.7
2025-11-19T09:31:50,28.63,42.95
2025-11-19T09:31:50,22.03,38.54
2025-11-19T09:31:50,22.44,43.25
2025-11-19T09:31:50,19.86,21.58
2025-11-19T09:31:50,23.27,68.26
2025-11-19T09:31:50,21.25,20.28
2025-11-19T09:31:50,20.11,62.38
2025-11-19T09:31:50,20.85,75.49
2025-11-19T09:31:50,19.05,57.04
2025-11-19T09:31:50,25.67,70.6
2025-11-19T09:31:50,26.14,44.05
2025-11-19T09:31:50,18.67,26.02
2025-11-19T09:31:50,26.36,34.81
2025-11-19T09:31:50,23.18,53.66
2025-11-19T09:31:50,23.64,52.31
2025-11-19T09:31:50,27.45,52.98
2025-11-19T09:31:50,31.5,23.74
2025-11-19T09:31:50,23.64,63.27
2025-11-19T09:31:50,23.72,45.89
2025-11-19T09:31:50,21.42,76.0
2025-11-19T09:31:50,25.25,39.12
2025-11-19T09:31:50,30.06,49.73
2025-11-19T09:31:50,22.48,35.4
2025-11-19T09:31:50,23.22,55.13
2025-11-19T09:31:50,23.57,71.1
2025-11-19T09:31:50,31.31,20.37
2025-11-19T09:31:50,26.34,49.91
2025-11-19T09:31:50,18.34,33.85
2025-11-19T09:31:50,21.75,22.87
2025-11-19T09:31:50,21.21,75.81
2025-11-19T09:31:50,19.09,36.8
2025-11-19T09:31:50,23.41,79.16
2025-11-19T09:31:50,26.76,25.53
2025-11-19T09:31:50,22.79,42.8
2025-11-19T09:31:50,30.37,56.57
2025-11-19T09:31:50,23.94,40.67
2025-11-19T09:31:50,31.25,22.59
2025-11-19T09:31:50,18.91,57.6
2025-11-19T09:31:50,27.45,72.15
2025-11-19T09:31:50,31.63,65.03
2025-11-19T09:31:50,24.22,42.54
2025-11-19T09:31:50,22.5,59.75
2025-11-19T09:31:50,28.59,66.25
2025-11-19T09:31:50,23.75,68.58
2025-11-19T09:31:50,20.7,25.49
2025-11-19T09:31:50,26.71,68.08
2025-11-19T09:31:50,27.94,39.8
2025-11-19T09:31:50,20.03,32.25
2025-11-19T09:31:50,26.71,42.18
2025-11-19T09:31:50,19.19,53.57
2025-11-19T09:31:50,28.76,30.98
2025-11-19T09:31:50,27.53,65.41
2025-11-19T09:31:50,23.03,64.28
2025-11-19T09:31:50,28.8,27.12
2025-11-19T09:31:50,29.41,61.36
2025-11-19T09:31:50,19.21,34.47
2025-11-19T09:31:50,20.39,48.51
2025-11-19T09:31:50,29.01,28.06
2025-11-19T09:31:50,24.67,20.4
2025-11-19T09:31:50,26.71,63.27
2025-11-19T09:31:50,29.76,34.28
2025-11-19T09:31:50,22.47,50.54
2025-11-19T09:31:50,27.83,53.13
2025-11-19T09:31:50,19.4,63.09
2025-11-19T09:31:50,25.64,68.26
2025-11-19T09:31:50,21.39,20.75
2025-11-19T09:31:50,22.94,52.37
2025-11-19T09:31:50,29.34,63.0
2025-11-19T09:31:50,23.03,52.6
2025-11-19T09:31:50,27.59,43.96
2025-11-19T09:31:50,19.9,77.52
2025-11-19T09:31:50,22.99,34.36
2025-11-19T09:31:50,30.0,75.35
2025-11-19T09:31:50,24.52,28.22
2025-11-19T09:31:50,29.37,46.89
2025-11-19T09:31:50,29.24,78.19
2025-11-19T09:31:50,21.49,71.85
2025-11-19T09:31:50,28.19,70.61
2025-11-19T09:31:50,19.02,40.86
2025-11-19T09:31:50,30.55,78.16
2025-11-19T09:31:50,24.95,55.75
2025-11-19T09:31:50,28.62,30.52
2025-11-19T09:31:50,29.93,55.91
2025-11-19T09:31:50,23.37,40.6
2025-11-19T09:31:50,24.44,25.3
2025-11-19T09:31:50,26.08,45.37
2025-11-19T09:31:50,31.1,71.95
2025-11-19T09:31:50,27.97,57.57
2025-11-19T09:31:50,31.3,59.97
2025-11-19T09:31:50,30.46,64.47
2025-11-19T09:31:50,18.12,48.5
2025-11-19T09:31:50,24.78,50.99
2025-11-19T09:31:50,20.49,35.96
2025-11-19T09:31:50,24.84,75.51
2025-11-19T09:31:50,26.68,50.66
2025-11-19T09:31:50,30.78,54.41
2025-11-19T09:31:50,24.47,53.28
2025-11-19T09:31:50,26.78,60.26
